mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType
915,Los Arrayanes,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 25,905,605.6,393.5,38.13799491,-3.62402098,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
918,Los Barriales - Los Testeros,,Hispania Tarraconensis,Spain,León,Valduerna,,DU-18,,,,,42.326311,-6.173298,0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 192",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"Extensive area of rake/comb workings on S bank of Rio Duerna, overgrown, visible on Google Earth.",,Secondary,Selective
919,Los Barrieros,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-074,,,,,42.415444,-6.690579,500,"Guessed from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 196",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective
920,Los Bueyes,,Hispania Baetica,Spain,Huelva,Huelva,,,H 48,960,327.7,342.2,37.63308229,-6.77443064,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 62,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Pyrite,Primary,
921,Los Caborcos y Las Pedrizas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-12,LE 49,,,,42.715937,-6.710058,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 191",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
922,Los Cabuercos - Las Coronas,,Hispania Tarraconensis,Spain,León,Valduerna,,DU-17,,,,,42.336879,-6.173628,100,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 192",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Several hushing workings (exploratory?) on upper terrace on N bank of Rio Duerna, visible on Google Earth. Corona at E end.",,Secondary,Selective
923,Los Cachicobos,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-38,,,,,42.619721,-6.837096,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 192",,,,,,,,,,,,Primary,Extensive
924,Los Campos,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-01,,,,,42.63545,-6.221751,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 189",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective - Extensive
925,Los Carriles,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-17,,,,,42.522252,-6.194796,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
926,Los Casares,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-05,,,,,42.239704,-6.398898,100,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 193",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Apparent traces of rake/comb workings and stone dumps on Google Earth (poor quality image).,,Secondary,Selective
927,Los Cáscaros,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-15,,,,,42.717953,-5.911294,200,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15 and Google Earth",Stone dumps visible on Google Earth,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 189",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
929,Los Castillos - Alto de la Mina,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-06,LE 58,160,,,42.608387,-6.147774,1000,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 189",,,,,,,,,,,,Secondary - Primary,Extensive
930,Los Cavenes,,Lusitania,Spain,Salamanca,Beiras,,,SA 2,527,392.5,665.6,40.56572807,-6.141205928,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Located in the Salamanca district, over 40km of hydraulic channels have been recorded. Dossier IV. Mostly exploitation was by hushing but also some open cast and underground mines were worked. Approximately 2.5 million cubic metres of material were moved.",Domergue 1990: 41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Quaternary terraǾ䀀,,
932,Los Cubanallos,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-12,,,,,42.321607,-6.392307,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 202",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
933,Los Culeritos,,Hispania Baetica,Spain,Huelva,Picos de Aroche,,,H 29,895,314,393,38.0863122,-6.95065167,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
934,Los Dolores,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 13,835,538.4,446.2,38.61094749,-4.39579808,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
935,Los Eneros,,Hispania Baetica,Spain,Córdoba,Azuaga-Fuenteovejuna,,,CO 52,879,452.5,410.25,38.27643785,-5.37490862,100,"Converted in QGIS from Lambert coords, Madrid 1870","RECTANGLE of 31 km2, defined by points given by Domergue. Coord here is est. centroid",,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
936,Los Engarbos,,Hispania Baetica,Spain,Jaén,,,,J 28,864,644,418,38.35777354,-3.18415148,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 49,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
937,Los Escoriales,,Hispania Baetica,Spain,Jaén,Montoro Andújar,,,J 8,883,579.3,398.3,38.18103892,-3.92435169,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 47,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,,
938,Los Estancos,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-24,,,,,42.471098,-6.205953,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 202",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
941,Los Fuellos,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-12,,,,,42.44272,-6.21592,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 202",TRUE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective
942,Los Galayos,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 37,861,579.6,430.2,38.46864925,-3.92188162,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
943,Los Guijarros,,Hispania Baetica,Spain,Huelva,Picos de Aroche,,,H 30,895,316.5,398.8,38.13938667,-6.92455813,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
944,Los Guindos,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 13,884,599.7,412.8,38.31201215,-3.69137155,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
945,Los Lagunales - Teso las Pilas,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-13,,,,,42.431208,-6.175599,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 202",TRUE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
946,Los Mayadones I,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-06,,,,,42.318736,-6.358224,1000,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 201",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary - Primary,Extensive
947,Los Mayadones II,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-07,,,,,42.31273,-6.341954,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 201",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
948,Los Milagros del Monte Medo,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-14,,,,,42.23208,-7.629413,1000,"Google Earth, placename",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 194",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective - Extensive
950,Los Moruecos de Larón,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-02,,,,,42.98355,-6.634177,500,"Guessed from Sanchez-Palencia and Orejas 1994, fig. 13; IGN map, and Google Earth.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective
951,Los Muriacales - Los Cubanallos,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-07,,,,,42.233705,-6.346199,300,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 193",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
952,Los Palazuelos,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 14,884,609.1,399.3,38.19025394,-3.58399511,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,,
953,Los Patalos,,Hispania Baetica,Spain,Córdoba,Montoro Andújar,,,CO 79,882,548.4,397.5,38.1725365,-4.27719014,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 47,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
954,Los Pobos,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 1,881,524.2,401.9,38.21042193,-4.554018,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 47,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
955,Los Poliñeiros,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-31,LE 5,126,350.6,900.2,42.66691589,-6.730899562,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 192",,,,,,,,,,,Hard rock,Primary,Extensive
956,Los Prados del Castro,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-04,,,,,42.244728,-6.41975,300,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 193",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective
957,Los Rubiales,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 105,859,514.2,432.3,38.48355401,-4.67210267,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
958,Los Rudicales,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-29,,,,,42.659775,-6.784792,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 192",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
963,Louviño,,Hispania Tarraconensis,Spain,Orense,Galicia,,,OR 11,264,279,836.5,42.06865661,-7.569685714,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 41,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
964,Lozacio,,Hispania Tarraconensis,Spain,Zamorra,Trás-os-montes,,,ZA 1,339,405.4,792.5,41.7122223,-6.028141918,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,,
965,Madarnas,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-06?,OR 2,187,238.4,881.3,42.45472777,-8.086613216,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,,
966,Madereros,,Hispania Baetica,Spain,Córdoba,Posadas,,,CO 7,922,482.6,362.5,37.85063496,-5.02253464,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
967,Majada Hermosa,,Hispania Baetica,Spain,Badajoz,La Serena,,,BA 29,806,460.4,458.5,38.71271398,-5.29452087,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
968,Malapiedra - Las Iruelas,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-04,,,,,42.467212,-6.336276,100,Google Earth and http://cartographic.info/espana/map.php?id=533984,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 202",,,,,,,,,,,,Primary,Selective - Extensive
969,Manzanal del Puerto / La Cantera / La Bajada de Lloroso,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-21,LE 57,159,389.7,890.3,42.58889496,-6.250651362,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 191",TRUE,FALSE,TRUE,,,FALSE,,FALSE,FALSE,,Colluvial deposits,Secondary,Extensive
970,Manzaneda / El Follacón,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-12,LE 44,230,383,853.8,42.25859447,-6.319124815,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Opencast pit nearly 20 m deep; volume of earth extracted calculated at 1083 m3 from LiDAR survey.,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 193;  Fernández-Lozano et al. 2015, 364, 366–7",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,Colluvial deposits,Secondary,Selective - Extensive
971,Manzarnoso II,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-04,LE 58,160,395,890,42.58754942,-6.185997468,100,"Converted in QGIS from Lambert coords, Madrid 1870",need to add details of sub-sites,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 189",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Colluvial deposits,Secondary,Selective - Extensive
972,La Devesa II,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-10,LE 58,160,402.8,890.2,42.59127997,-6.091062034,100,"Converted in QGIS from Lambert coords, Madrid 1870",need to add details of sub-sites,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Colluvial deposits,Secondary,Selective
973,Manzarnoso I / Peñasturón,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-05,LE 58,160,397,888.5,42.57455126,-6.161131708,100,"Converted in QGIS from Lambert coords, Madrid 1870",need to add details of sub-sites,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 189",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Colluvial deposits,Secondary,Selective - Extensive
974,Marco del Abuelo,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-57,,,,,43.135688,-6.786064,1000,"Placename, IGN map, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Selective
977,Mazarrón,,Hispania Tarraconensis,Spain,Murcia,Cartagena-Mazarrón,,,MU 10,976,808.2,336.4,37.59847407,-1.329361505,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
978,Medela,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-08,,,,,42.452409,-8.10176,500,"Google Earth, placename",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 194",,,,,,,,,,,,Primary,Extensive
979,Meiriña - La Raña,,Hispania Tarraconensis,Spain,"León, Orense, Lugo",Cuenca media del Sil,,MS-002,,,,,42.536257,-6.776897,1000,IGN map and Google Earth,Coordinates are for a point between the two toponyms Meiriña and La Raña on the IGN map,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 194",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
980,Melgoto,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-010,,,,,42.446163,-6.826435,1000,"Guessed from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 195",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective
981,Mesa del Castaño,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 18,878,435.6,400.6,38.18640885,-5.56581619,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
982,Milagros,,Hispania Tarraconensis,Spain,Oviedo,Asturias,,,O 19,55,496,972,43.34467329,-4.969865368,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 42,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
983,Míllera,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-52,,,,,43.332594,-6.250447,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 13, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 198",,,,,,,,,,,,Primary,Selective - Extensive
984,Mina de la Lomba,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-06,,,,,42.752509,-5.999323,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map placename, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 188",,,,,,,,,,,,Primary,Selective
985,Mina Teuler,,Hispania Baetica,Spain,Huelva,Huelva,,,H 44,918,371.9,374,37.93227464,-6.28423372,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Pyrite,Primary,
986,Mina Valquemado,,Hispania Baetica,Spain,Jaén,Montoro Andújar,,,J 3,883,560.3,405.3,38.24348353,-4.14175311,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 47,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
987,Minas de Cala,,Hispania Baetica,Spain,Huelva,Huelva,,,H 16,918,366.2,375.8,37.94697837,-6.34968618,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 61,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Pyrite,Primary,
988,Mirabueno,,Hispania Baetica,Spain,Córdoba,Córdoba,,,CO 113,901,489.3,386,38.06333387,-4.95016262,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 47,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
